01/03/11 02:05 PM,ACF Ethanol Futures,F,1,0,11,0,2.380,2.380,2.350,----,2.360,134,2.378,52,292
01/03/11 02:05 PM,ACF Ethanol Futures,F,2,0,11,0,2.326,2.335B,2.310,----,2.317,171,2.320,58,801
01/03/11 02:05 PM,ACF Ethanol Futures,F,3,0,11,0,2.327,2.328B,2.310,----,2.315,58,2.322,27,1136
01/03/11 02:05 PM,ACF Ethanol Futures,F,4,0,11,0,2.341,2.341,2.319A,----,2.321,12,2.329,9,702
01/03/11 02:05 PM,ACF Ethanol Futures,F,5,0,11,0,2.342,2.348B,2.330,----,2.334,8,2.346,18,425
01/03/11 02:05 PM,ACF Ethanol Futures,F,6,0,11,0,2.335,2.356B,2.335,----,2.336,7,2.349,0,555
01/03/11 02:05 PM,ACF Ethanol Futures,F,7,0,11,0,2.340,2.356B,2.336,----,2.341,19,2.350,10,723
01/03/11 02:05 PM,ACF Ethanol Futures,F,8,0,11,0,2.327,2.327,2.326A,----,2.327,5,2.328,21,754
01/03/11 02:05 PM,ACF Ethanol Futures,F,9,0,11,0,----,----,2.254A,----,2.254,0,2.267,35,315
01/03/11 02:05 PM,ACF Ethanol Futures,F,10,0,11,0,2.190,2.195,2.177A,----,2.177,20,2.198,37,355
01/03/11 02:05 PM,ACF Ethanol Futures,F,11,0,11,0,2.148,2.163,2.140,----,2.153,26,2.166,6,434
01/03/11 02:05 PM,ACF Ethanol Futures,F,12,0,11,0,2.146,2.157,2.137,----,2.147,26,2.160,5,511
01/03/11 02:05 PM,ACF Ethanol Futures,F,1,0,12,0,2.137,2.147,2.129,----,2.137,22,2.141,0,206
01/03/11 02:05 PM,ACF Ethanol Futures,F,2,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,3,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,4,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,5,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,6,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,7,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,8,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,9,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,10,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,11,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,12,0,12,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,1,0,13,0,----,----,----,----,2.145,0,2.150,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,2,0,13,0,----,----,----,----,2.150,0,2.155,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,3,0,13,0,----,----,----,----,2.150,0,2.155,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,4,0,13,0,----,----,----,----,2.150,0,2.155,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,5,0,13,0,----,----,----,----,2.150,0,2.155,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,6,0,13,0,----,----,----,----,2.150,0,2.155,0,0
01/03/11 02:05 PM,ACF Ethanol Futures,F,7,0,13,0,----,----,----,----,2.150,0,2.155,0,0
