ACF Ethanol Futures
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,54000,----,----,----,----,5.000,0,4.190,0,1462
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,54500,----,----,----,----,4.625,0,3.855,0,409
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,55000,----,----,----,----,4.265,0,3.540,1,8222
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,55500,----,----,----,----,3.935,0,3.245,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,56000,----,----,----,----,3.625,0,2.965,0,3572
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,56500,----,----,----,----,3.335,0,2.695,0,36
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,57000,----,2.790B,----,----,3.060,0,2.440,50,1978
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,57500,----,2.555B,----,----,2.800,0,2.245,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,58000,2.520,2.600,2.500,2.500,2.555,110,2.070,2,3308
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,58500,----,2.350B,----,----,2.330,0,----,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,59000,2.000,2.150B,2.000,----,2.135,10,1.725,14,1560
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,60000,1.750,1.775B,1.750,1.750,1.790,600,1.440,611,8684
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,61000,----,1.460B,----,----,1.490,0,1.195,0,1001
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,62000,----,1.205B,----,----,1.240,0,.990,0,1026
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,63000,----,.985B,----,----,1.015,0,.820,2,115
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,64000,----,.800B,----,----,.825,0,.680,0,50
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,65000,----,.645B,----,----,.670,1,.570,0,3017
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,67000,----,----,----,----,.450,0,.400,0,500
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,69000,----,----,----,----,.310,0,.285,0,6
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options CALL,C,3,0,11,71000,----,----,----,----,.220,0,.205,0,10
OYC MAY11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,10000,----,----,----,----,48.740,0,47.640,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,21000,----,----,----,----,37.740,0,36.640,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,41000,----,----,----,----,17.740,0,16.645,0,2296
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,44000,----,----,----,----,14.775,0,13.680,0,3
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,45000,----,----,----,----,13.795,0,12.695,0,2475
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,45500,----,----,----,----,13.310,0,12.210,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,46000,----,----,----,----,12.825,0,11.720,0,50
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,47000,----,----,----,----,11.865,0,10.780,0,785
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,47500,----,----,----,----,11.390,0,10.315,0,275
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,48000,----,----,----,----,10.915,0,9.860,0,550
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,49500,----,----,----,----,9.550,0,8.545,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,50000,----,----,----,----,9.110,0,8.120,0,474
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,50500,----,----,----,----,8.675,0,7.700,0,175
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,51000,----,----,----,----,8.245,0,7.290,0,77
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,51500,----,----,----,----,7.830,0,6.910,0,27
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,52000,----,----,----,----,7.420,0,6.535,0,1700
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,52500,----,----,----,----,7.050,0,6.175,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,53000,----,----,----,----,6.685,0,5.830,0,774
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,53500,----,----,----,----,6.340,0,5.500,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,54000,----,----,----,----,6.005,0,5.180,0,508
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,54500,----,----,----,----,5.685,0,4.870,0,30
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,55000,----,----,----,----,5.380,0,4.585,0,455
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,55500,----,----,----,----,5.090,0,4.330,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,56000,----,----,----,----,4.810,0,4.090,0,450
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,56500,----,----,----,----,4.550,0,3.850,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,57000,----,----,----,----,4.300,200,3.625,0,701
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,57500,----,----,----,----,4.060,0,3.425,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,58000,----,3.840B,----,----,3.840,0,3.240,0,1960
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,58500,----,----,----,----,3.625,0,3.060,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,59000,----,3.410B,----,----,3.420,0,2.885,0,640
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,60000,----,3.045B,----,----,3.050,0,2.570,0,823
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,62000,----,2.415B,----,----,2.450,0,2.040,0,104
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,63000,----,2.155B,----,----,2.175,0,1.815,0,192
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,64000,----,1.920B,----,----,1.935,0,1.620,0,122
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,65000,----,1.705B,----,----,1.720,225,1.445,0,500
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options CALL,C,5,0,11,68000,----,----,----,----,1.160,0,1.045,0,3
OYC JLY11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,10000,----,----,----,----,48.820,0,47.680,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,21000,----,----,----,----,37.820,0,36.680,0,1
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,41000,----,----,----,----,17.850,0,16.715,0,86
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,43000,----,----,----,----,15.895,0,14.785,0,300
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,44000,----,----,----,----,14.925,0,13.835,0,3
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,48000,----,----,----,----,11.240,0,10.225,0,210
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,49000,----,----,----,----,10.390,0,9.415,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,49500,----,----,----,----,9.985,0,9.025,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,50000,----,----,----,----,9.585,0,8.650,0,3953
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,50500,----,----,----,----,9.190,0,8.265,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,51000,----,----,----,----,8.810,0,7.890,0,450
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,51500,----,----,----,----,8.435,0,7.525,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,52000,----,----,----,----,8.070,0,7.170,0,805
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,52500,----,----,----,----,7.730,0,6.855,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,53000,----,----,----,----,7.395,0,6.545,0,510
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,53500,----,----,----,----,7.080,0,6.245,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,54000,----,----,----,----,6.770,0,5.965,0,750
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,54500,----,----,----,----,6.475,0,5.690,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,55000,----,----,----,----,6.195,0,5.430,0,1606
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,55500,----,----,----,----,5.925,0,5.180,0,200
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,56000,----,----,----,----,5.670,0,4.945,0,692
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,56500,----,----,----,----,5.420,0,4.715,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,57000,----,----,----,----,5.180,0,4.495,0,196
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,57500,----,----,----,----,4.950,0,4.290,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,58000,----,4.800,4.800,4.800,4.730,225,4.090,0,319
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,58500,----,----,----,----,4.520,0,3.910,0,0
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,59000,----,----,----,----,4.320,0,3.740,0,200
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,60000,----,----,----,----,3.950,0,3.420,0,3405
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,62000,3.350,3.350,3.350,3.350,3.305,100,2.850,0,1076
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,63000,----,----,----,----,3.030,0,2.605,0,303
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,65000,----,----,----,----,2.530,0,2.185,0,200
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,65500,----,----,----,----,2.415,0,2.095,0,14
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,66000,----,----,----,----,2.305,0,2.005,0,100
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,67000,----,----,----,----,2.105,0,1.825,0,1
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,70000,----,----,----,----,1.610,0,1.385,0,479
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options CALL,C,7,0,11,80000,----,----,----,----,.650,0,.560,0,1
OYC AUG11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,44000,----,----,----,----,14.935,0,13.865,0,2
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,53000,----,----,----,----,7.635,0,6.620,0,20
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,55000,----,----,----,----,6.490,468,5.665,0,119
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,58000,----,----,----,----,5.140,0,4.520,0,50
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,60000,----,----,----,----,4.325,468,3.860,0,247
12/31/10 06:00 PM,OYC AUG11 Soybean Oil Options CALL,C,8,0,11,70000,----,----,----,----,2.110,0,1.935,0,300
OYC SEP11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,44000,----,----,----,----,14.845,0,13.750,0,2
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,52000,----,----,----,----,8.415,0,7.525,0,0
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,53000,----,----,----,----,7.750,0,6.900,0,20
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,55000,----,----,----,----,6.730,0,5.995,0,1000
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,56000,----,----,----,----,6.265,0,5.585,0,25
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,60000,----,----,----,----,4.775,0,4.285,0,1295
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,65000,----,----,----,----,3.375,0,2.935,0,430
12/31/10 06:00 PM,OYC SEP11 Soybean Oil Options CALL,C,9,0,11,75000,----,----,----,----,1.835,0,1.535,0,1420
OYC OCT11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC OCT11 Soybean Oil Options CALL,C,10,0,11,44000,----,----,----,----,14.615,0,13.560,0,3
OYC DEC11 Soybean Oil Options CALL
12/31/10 06:00 PM,OYC DEC11 Soybean Oil Options CALL,C,12,0,11,44000,----,----,----,----,14.695,0,13.790,0,2
12/31/10 06:00 PM,OYC DEC11 Soybean Oil Options CALL,C,12,0,11,53000,----,----,----,----,8.095,0,7.500,0,0
12/31/10 06:00 PM,OYC DEC11 Soybean Oil Options CALL,C,12,0,11,65000,----,----,----,----,4.220,0,3.650,0,750
12/31/10 06:00 PM,OYC DEC11 Soybean Oil Options CALL,C,12,0,11,70000,----,----,----,----,3.195,0,2.750,0,150
12/31/10 06:00 PM,OYC DEC11 Soybean Oil Options CALL,C,12,0,11,80000,----,----,----,----,1.910,0,1.750,0,250
OYC FEB11 Soybean Oil Options PUT
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,51000,.050,.050,.050,.050,.050,200,.075,0,20
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,51500,----,----,----,----,.070,0,.100,0,50
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,53000,----,----,----,----,.155,0,.230,0,25
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,54000,.400,.400,.250,----,.255,27,.380,0,452
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,55000,----,----,.420A,----,.415,0,.645,0,10
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,56500,----,----,.825A,----,.785,0,1.230,0,0
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,57000,----,----,1.010A,----,.955,0,1.475,85,85
12/31/10 06:00 PM,OYC FEB11 Soybean Oil Options PUT,P,2,0,11,58000,----,----,----,----,1.365,0,----,0,0
OYC MAR11 Soybean Oil Options PUT
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,10000,----,----,----,----,.005,0,.005,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,15000,----,----,----,----,.005,0,.005,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,36000,----,----,----,----,.005,0,.005,0,500
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,36500,----,----,----,----,.005,0,.005,0,20
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,37000,----,----,----,----,.005,0,.005,0,125
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,38000,----,----,----,----,.005,0,.005,0,619
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,39000,----,----,----,----,.005,0,.005,0,451
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,39500,----,----,----,----,.005,0,.005,0,200
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,40000,----,----,----,----,.005,0,.005,0,952
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,41000,----,----,----,----,.005,0,.005,0,382
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,41500,----,----,----,----,.005,0,.005,0,50
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,42000,----,----,----,----,.005,0,.010,0,2075
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,42500,----,----,----,----,.005,0,.015,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,43000,----,----,----,----,.005,0,.020,0,721
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,44000,----,----,----,----,.005,0,.040,0,3990
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,44500,----,----,----,----,.005,0,.040,0,200
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,45000,----,----,----,----,.010,0,.045,0,1085
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,45500,----,----,----,----,.015,0,.050,0,300
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,46000,----,----,----,----,.020,0,.055,0,1045
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,46500,----,----,----,----,.030,0,.060,0,18
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,47000,.050,.050,.050,.050,.040,100,.070,0,1516
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,47500,----,----,----,----,.045,0,.075,0,62
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,48000,----,----,----,----,.055,0,.085,0,3256
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,48500,----,----,----,----,.065,0,.095,0,74
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,49000,.100,.100,.100,.100,.075,100,.105,0,4680
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,49500,----,----,----,----,.085,0,.135,0,260
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,50000,----,----,----,----,.100,0,.175,0,5320
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,50500,----,----,----,----,.130,0,.220,0,1
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,51000,----,----,.200A,----,.170,0,.275,0,2412
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,51500,----,----,.260A,----,.220,0,.340,0,625
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,52000,----,----,.315A,----,.280,0,.415,2,5359
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,52500,----,----,.385A,----,.345,0,.505,0,205
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,53000,----,----,.460A,.600A,.430,0,.610,110,1659
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,53500,----,----,.555A,----,.525,0,.740,0,100
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,54000,----,----,.665A,.700A,.635,0,.885,0,1542
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,54500,----,----,.790A,.950A,.760,0,1.050,0,25
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,55000,.920,.920,.920,1.150A,.900,10,1.235,11,1148
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,55500,1.100,1.100,1.090A,----,1.070,20,1.435,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,56000,----,----,1.280A,1.300A,1.260,0,1.655,0,830
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,56500,----,----,1.470A,----,1.465,0,1.885,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,57000,----,----,1.700A,----,1.690,0,2.130,50,925
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,57500,----,----,1.925A,----,1.930,0,2.435,0,0
12/31/10 06:00 PM,OYC MAR11 Soybean Oil Options PUT,P,3,0,11,58000,----,----,----,----,2.185,0,----,0,0
OYC MAY11 Soybean Oil Options PUT
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,10000,----,----,----,----,.005,0,.005,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,21000,----,----,----,----,.005,0,.005,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,36000,----,----,----,----,.005,0,.005,0,650
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,36500,----,----,----,----,.005,0,.005,0,20
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,37000,----,----,----,----,.005,0,.005,0,1638
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,38000,----,----,----,----,.005,0,.005,0,1423
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,40000,----,----,----,----,.010,0,.015,0,570
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,41000,----,----,----,----,.015,0,.025,0,2600
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,41500,----,----,----,----,.020,0,.030,0,200
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,42000,----,----,----,----,.025,0,.040,0,273
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,43000,----,----,----,----,.040,0,.050,0,600
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,44000,----,----,----,----,.060,0,.065,0,477
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,45000,----,----,----,----,.080,0,.080,0,409
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,45500,----,----,----,----,.095,0,.095,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,46000,----,----,----,----,.110,0,.105,0,343
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,46500,----,----,----,----,.130,0,.130,0,250
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,47000,----,----,----,----,.150,0,.165,0,1734
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,47500,----,----,----,----,.175,0,.200,0,70
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,48000,----,----,----,----,.200,0,.245,0,3130
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,48500,----,----,----,----,.240,0,.295,0,500
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,49000,----,----,----,----,.280,0,.355,0,137
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,49500,----,----,----,----,.335,0,.425,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,50000,----,----,.420A,----,.390,25,.500,250,1865
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,50500,----,----,----,----,.455,0,.580,0,30
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,51000,----,----,.570A,----,.525,0,.670,0,1157
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,51500,----,----,----,----,.610,0,.785,0,1350
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,52000,----,----,.765A,----,.700,0,.910,0,2901
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,52500,----,----,----,----,.825,0,1.050,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,53000,1.125,1.125,.890,1.100A,.960,40,1.205,0,2060
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,53500,----,----,----,----,1.115,0,1.370,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,54000,----,----,1.315A,1.450A,1.280,0,1.550,0,400
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,54500,----,----,----,----,1.455,0,1.740,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,55000,----,----,1.675A,1.750A,1.650,200,1.950,400,2600
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,55500,----,----,----,----,1.860,0,2.195,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,56000,----,----,2.075A,----,2.080,0,2.455,0,530
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,56500,----,----,----,----,2.315,0,2.715,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,57000,----,----,2.550A,----,2.565,0,2.985,0,125
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,57500,----,----,----,----,2.825,0,3.285,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,58000,----,----,3.075A,----,3.100,0,3.600,0,0
12/31/10 06:00 PM,OYC MAY11 Soybean Oil Options PUT,P,5,0,11,58500,----,----,----,----,3.385,0,----,0,0
OYC JLY11 Soybean Oil Options PUT
12/31/10 06:00 PM,OYC JLY11 Soybean Oil Options PUT,P,7,0,11,10000,----,----,----,----,.005,0,.005,0,0
